id,features
1605,"[0.42436057329177856, 1.0260334014892578, 0.38755500316619873, 0.3322579860687256, 0.6254547238349915, 0.034636545926332474, 0.17239363491535187, 0.2703375518321991, 0.11332802474498749, 0.14924465119838715]"
1615,"[0.5384073257446289, 0.787442147731781, 0.49919334053993225, 0.35068562626838684, 0.3838024139404297, 0.6085759401321411, 0.10352709889411926, 0.43032485246658325, 0.011930606327950954, 0.7315821051597595]"
1625,"[0.5166021585464478, 0.8191320300102234, 0.46929121017456055, 0.26546549797058105, 0.2597803771495819, 0.5407413840293884, 0.5289537310600281, 0.5351204872131348, 0.0731910914182663, 0.7638155817985535]"
1635,"[0.621497392654419, 0.0, 0.7607489824295044, 0.4604703187942505, 0.643900454044342, 0.383584588766098, 0.8275537490844727, 0.8199190497398376, 0.0534704364836216, 0.36641058325767517]"
1645,"[0.4685784876346588, 0.8392691612243652, 0.45422473549842834, 0.2914102375507355, 0.34160324931144714, 0.21538439393043518, 0.187357097864151, 0.3985965847969055, 0.14094232022762299, 0.8776885271072388]"
1655,"[0.44170835614204407, 0.8602538704872131, 0.0, 0.04051757976412773, 0.7257221937179565, 0.0, 0.0, 0.0691780224442482, 0.7475691437721252, 0.5917762517929077]"
1665,"[0.0, 0.7027145028114319, 0.09427239000797272, 0.14205332100391388, 0.01844809018075466, 0.25590091943740845, 0.19199754297733307, 0.5718639492988586, 0.8808733224868774, 0.48551705479621887]"
1675,"[0.1518251597881317, 0.21759553253650665, 0.16634014248847961, 0.7041704058647156, 0.424561470746994, 0.35270658135414124, 0.4499034285545349, 0.6474422216415405, 0.6678556203842163, 0.6652414798736572]"
1685,"[0.13806985318660736, 0.5280801057815552, 0.10938621312379837, 0.5892252922058105, 0.10497553646564484, 0.6218304634094238, 0.38001489639282227, 0.30957135558128357, 0.0, 0.3818599581718445]"
1695,"[0.35240116715431213, 1.044152855873108, 0.005199326202273369, 0.6724762320518494, 0.20068907737731934, 0.3863869607448578, 0.0, 0.4575890302658081, 0.613832414150238, 0.7727208733558655]"
1715,"[0.0, 0.43528813123703003, 0.028894584625959396, 0.5263389348983765, 0.3829328715801239, 0.5521144270896912, 0.2722438871860504, 0.0, 0.08612097054719925, 1.3244895935058594]"
1725,"[0.4685112535953522, 0.600127100944519, 0.0, 0.728227972984314, 0.040483295917510986, 1.2373498678207397, 0.0, 0.2194022387266159, 0.792503833770752, 0.4050443172454834]"
1735,"[0.822857141494751, 0.2476578950881958, 0.41013747453689575, 0.6265149712562561, 0.47651049494743347, 0.20748990774154663, 0.5785196423530579, 0.2918570637702942, 0.333484947681427, 0.5009514689445496]"
1755,"[0.3502456843852997, 1.1569682359695435, 0.21745285391807556, 0.9807035326957703, 0.0, 0.42746222019195557, 0.2563583254814148, 0.29838109016418457, 0.058629851788282394, 0.49612873792648315]"
1785,"[0.3721102476119995, 0.3564760386943817, 0.09894074499607086, 0.10722186416387558, 0.42569294571876526, 0.5547259449958801, 0.3190583288669586, 0.8285821676254272, 0.3245665431022644, 0.7301007509231567]"
1805,"[0.3774964213371277, 0.6843892335891724, 0.4534113109111786, 0.25642508268356323, 0.5248923301696777, 0.3834206163883209, 0.056762248277664185, 0.5631594061851501, 0.08870275318622589, 0.884590208530426]"
1815,"[0.1783878207206726, 0.2689693868160248, 0.08021961897611618, 0.24633251130580902, 0.0, 0.11048690229654312, 0.31050360202789307, 0.3389793038368225, 0.12443161010742188, 0.39083990454673767]"
1825,"[0.0, 0.40642672777175903, 0.08268456906080246, 0.35194575786590576, 0.25263866782188416, 0.2595430910587311, 0.23825767636299133, 0.3481854200363159, 0.7794585227966309, 0.8238286375999451]"
1835,"[0.5426754951477051, 1.1018905639648438, 0.4720970392227173, 0.4912061095237732, 0.08770206570625305, 0.17299708724021912, 0.40726688504219055, 0.14457648992538452, 0.265849769115448, 0.49183136224746704]"
1845,"[0.45872941613197327, 0.5676937103271484, 0.24859996140003204, 0.3040740489959717, 0.22545360028743744, 0.518945574760437, 0.2494521588087082, 1.0573444366455078, 0.2738892138004303, 0.6109620928764343]"
1855,"[0.0031209317967295647, 0.6763938069343567, 0.34634819626808167, 0.26542210578918457, 0.0, 0.0, 0.3508240580558777, 0.0, 0.6046600341796875, 0.7246363162994385]"
1865,"[0.10192734748125076, 0.042792465537786484, 0.6503697633743286, 0.3917573094367981, 0.3559950888156891, 0.6917780637741089, 0.2931361198425293, 1.0311024188995361, 0.5605817437171936, 0.3001708984375]"
1875,"[0.5636740922927856, 0.029315980151295662, 0.6495732665061951, 0.5468825697898865, 0.6241413950920105, 0.327661395072937, 0.07168319821357727, 1.0360686779022217, 0.5127371549606323, 0.3038342297077179]"
1885,"[0.4686067998409271, 0.11473047733306885, 0.44281235337257385, 0.5393748879432678, 0.43910646438598633, 0.44939514994621277, 0.41194385290145874, 1.0079156160354614, 0.12612585723400116, 0.5241149663925171]"
1895,"[0.2642245590686798, 0.9472957849502563, 0.26162028312683105, 0.31939661502838135, 0.0, 0.0, 0.5136936902999878, 0.5740525126457214, 0.4123459756374359, 0.5751614570617676]"
1905,"[0.23646396398544312, 0.3812975287437439, 0.21558041870594025, 0.1811579465866089, 0.18850745260715485, 0.17151539027690887, 0.3705417811870575, 0.3926413357257843, 0.1612868756055832, 0.37490254640579224]"
1915,"[0.31335535645484924, 0.7760137319564819, 0.13615597784519196, 0.42821136116981506, 0.24830542504787445, 0.2557910680770874, 0.353150337934494, 0.43213558197021484, 0.4313027858734131, 0.9569082856178284]"
1925,"[0.2494252622127533, 0.1389325112104416, 0.12959858775138855, 1.3425339460372925, 0.4584169089794159, 0.9248844385147095, 0.2811586558818817, 0.49840855598449707, 0.16165196895599365, 0.5339630246162415]"
1935,"[0.1014423668384552, 0.2534525394439697, 0.1050686240196228, 0.9562085270881653, 0.3927459120750427, 1.0033689737319946, 0.6180845499038696, 0.6516725420951843, 0.1288127601146698, 0.4782406985759735]"
1945,"[0.2844960391521454, 0.28509649634361267, 0.33875390887260437, 0.5746066570281982, 0.48678696155548096, 1.0039448738098145, 0.7003598213195801, 0.7477294206619263, 0.14400003850460052, 0.5651594996452332]"
1955,"[0.3334248960018158, 0.35282576084136963, 0.45909175276756287, 0.8084726929664612, 0.10871147364377975, 0.6788383722305298, 0.7087732553482056, 0.5384215712547302, 0.021420497447252274, 0.577399492263794]"
1965,"[0.35163071751594543, 0.1993025243282318, 0.3929145336151123, 0.02624562382698059, 0.6448557376861572, 0.5931729674339294, 0.41852864623069763, 1.0499333143234253, 0.45250535011291504, 0.5404508709907532]"
1975,"[0.33878517150878906, 0.035710614174604416, 0.19751906394958496, 0.21470580995082855, 0.0, 0.0, 0.06828086078166962, 0.0, 0.46328994631767273, 1.3824061155319214]"
1985,"[0.0, 0.25880151987075806, 0.3648448884487152, 0.0, 0.132187619805336, 0.0, 0.0, 0.0, 0.6977840662002563, 1.3036291599273682]"
1995,"[0.0, 0.734534740447998, 0.0, 0.17954164743423462, 0.17196068167686462, 0.0, 0.03453536331653595, 0.2739177942276001, 0.4252561330795288, 0.8643556833267212]"
2005,"[0.22220946848392487, 0.7394380569458008, 0.10564470291137695, 0.5055188536643982, 0.0, 0.044429145753383636, 0.5966225862503052, 0.7759730219841003, 0.49573779106140137, 0.6704184412956238]"
2015,"[0.011143664829432964, 0.4833235442638397, 0.0, 0.8751327395439148, 0.45932242274284363, 0.540528416633606, 0.09545685350894928, 0.43402600288391113, 0.37249755859375, 0.7721265554428101]"
2025,"[0.43199923634529114, 0.14824947714805603, 0.46790724992752075, 0.30261147022247314, 0.4578683078289032, 0.5077238082885742, 0.4217679500579834, 0.6538426280021667, 0.3905988037586212, 0.6312586069107056]"
2035,"[0.06093243509531021, 0.1705102026462555, 0.0, 1.0397536754608154, 0.03379887714982033, 0.4616108238697052, 0.0, 0.4388863444328308, 0.7607073783874512, 0.6570727825164795]"
2045,"[0.019975164905190468, 1.0113455057144165, 0.0, 0.5034868717193604, 0.2655557096004486, 0.4196043908596039, 0.058441679924726486, 0.39533594250679016, 0.16284137964248657, 0.9317870736122131]"
2055,"[0.06088286638259888, 0.3318246006965637, 0.27477315068244934, 0.695929229259491, 0.1715577244758606, 0.2941306531429291, 0.232254758477211, 0.14402061700820923, 0.4082086384296417, 1.070785403251648]"
2065,"[0.0, 0.37942764163017273, 0.40281182527542114, 0.4842807352542877, 0.23145416378974915, 0.47635701298713684, 0.7957638502120972, 0.9447113275527954, 0.12907305359840393, 0.35700905323028564]"
2075,"[0.4377990663051605, 0.34505388140678406, 0.6875125765800476, 0.4803731143474579, 0.34726956486701965, 0.6320263743400574, 0.33132025599479675, 1.0054787397384644, 0.2046087682247162, 0.23589162528514862]"
2085,"[0.20780225098133087, 0.47157028317451477, 0.014344485476613045, 0.9628275632858276, 0.11779607087373734, 0.634056568145752, 0.1883862167596817, 0.6053804159164429, 0.036087747663259506, 0.7702329754829407]"
2095,"[0.0, 0.25182873010635376, 0.0, 0.8965549468994141, 0.0, 0.2851794958114624, 0.17101386189460754, 0.38887396454811096, 0.5012118220329285, 0.9227997660636902]"
2105,"[0.30782797932624817, 0.6231863498687744, 0.023473452776670456, 0.16586922109127045, 0.1631631702184677, 0.17402194440364838, 0.24811436235904694, 1.0300018787384033, 0.2684134244918823, 0.673041820526123]"
2115,"[0.16613991558551788, 0.9064524173736572, 0.2614097595214844, 0.34462597966194153, 0.0306272953748703, 0.5810654163360596, 0.30559954047203064, 0.48095133900642395, 0.2843707203865051, 0.8338487148284912]"
2125,"[0.23525278270244598, 0.9627939462661743, 0.09189851582050323, 1.061002492904663, 0.10264938324689865, 0.36991631984710693, 0.40721771121025085, 0.4629220962524414, 0.09312111139297485, 0.42675691843032837]"
2135,"[0.3143298327922821, 0.49881088733673096, 0.0, 0.7677425146102905, 0.0, 0.28250542283058167, 0.23217536509037018, 0.4271949231624603, 0.27979984879493713, 0.8027254343032837]"
2145,"[0.349683940410614, 0.47555890679359436, 0.33285635709762573, 0.7656433582305908, 0.10855105519294739, 0.28922179341316223, 0.46549278497695923, 0.5725802183151245, 0.3867144286632538, 0.5744026303291321]"
2155,"[0.4846033453941345, 0.015671677887439728, 0.5524991154670715, 0.41246747970581055, 0.19270169734954834, 0.47085466980934143, 0.028833240270614624, 1.100618600845337, 0.3620736300945282, 0.5786542296409607]"
2165,"[0.3596073091030121, 0.0, 0.3211841285228729, 0.5650640726089478, 0.26423555612564087, 0.5761705040931702, 0.8433648347854614, 0.5107364058494568, 0.5633572340011597, 0.5268822908401489]"
2175,"[0.2510174512863159, 0.24963223934173584, 0.31003475189208984, 0.3953125774860382, 0.5326699614524841, 0.5460940003395081, 0.5643858909606934, 0.9538278579711914, 0.20558275282382965, 0.7900077104568481]"
2185,"[0.0, 0.43993422389030457, 0.0, 0.5435401201248169, 0.7697535157203674, 1.064097285270691, 0.7897623777389526, 0.6359815001487732, 0.0, 0.0]"
2195,"[0.20775136351585388, 1.0100728273391724, 0.2447725236415863, 0.0, 0.4534962773323059, 0.0, 0.6677514314651489, 0.3561263382434845, 0.36932235956192017, 0.4676641821861267]"
2205,"[0.15598607063293457, 0.49174654483795166, 0.040690165013074875, 0.6144949197769165, 0.5707113146781921, 0.8591196537017822, 0.6417263746261597, 0.8214333057403564, 0.2318904995918274, 0.03986121341586113]"
2215,"[0.0, 0.5209566354751587, 0.0, 0.6009415984153748, 0.23997314274311066, 0.6878408789634705, 0.25739356875419617, 0.9861164689064026, 0.546238124370575, 0.0]"
2245,"[0.15313617885112762, 0.5971010327339172, 0.347392737865448, 0.722159206867218, 0.07287457585334778, 0.49018019437789917, 0.29388466477394104, 0.5350663065910339, 0.21321392059326172, 0.6591781377792358]"
2255,"[0.10455159097909927, 0.3164295554161072, 0.45709654688835144, 0.31804370880126953, 0.258635938167572, 0.19265902042388916, 0.056990090757608414, 0.40490904450416565, 0.4779716432094574, 0.7772440314292908]"
2265,"[0.0, 0.27688857913017273, 0.25092199444770813, 0.796785295009613, 0.0, 0.0, 0.28921929001808167, 0.3317350745201111, 0.3965491056442261, 0.299155056476593]"
2275,"[0.08845727145671844, 0.9820199012756348, 0.215767502784729, 0.23185697197914124, 0.14465732872486115, 0.04703524336218834, 0.32047951221466064, 1.5257861614227295, 0.10768540948629379, 0.0]"
2285,"[0.41299742460250854, 0.08160119503736496, 0.49383825063705444, 0.48668304085731506, 0.7777263522148132, 0.7526048421859741, 0.2849232852458954, 0.8825350403785706, 0.6092864871025085, 0.3196055293083191]"
2295,"[0.5935314893722534, 0.11927911639213562, 0.3148826062679291, 0.3063703775405884, 0.3363686800003052, 0.23219828307628632, 0.6473928689956665, 1.3825503587722778, 0.36755478382110596, 0.3863336145877838]"
2305,"[0.9269022345542908, 0.22489920258522034, 0.0, 0.9094918966293335, 0.0, 0.04072829708456993, 0.5680429339408875, 1.2316813468933105, 0.7759425640106201, 0.060706209391355515]"
2315,"[0.12151914834976196, 0.07117754220962524, 0.28108254075050354, 0.2081836760044098, 0.0, 0.0, 0.0, 0.3472224771976471, 0.8327459096908569, 1.0134637355804443]"
2325,"[0.5982192754745483, 0.4565460979938507, 0.12131711840629578, 0.0, 0.41589489579200745, 0.0, 0.16126765310764313, 0.8236036896705627, 0.5296722650527954, 0.7985673546791077]"
2335,"[0.11606532335281372, 1.0572923421859741, 0.32974767684936523, 0.0, 0.14506202936172485, 0.0, 0.5304353833198547, 0.05673159658908844, 0.6381986737251282, 0.7963914275169373]"
2345,"[0.1313415914773941, 0.2821824252605438, 0.5159904360771179, 0.3959515690803528, 0.42728039622306824, 0.5015213489532471, 0.6330879330635071, 0.6059770584106445, 0.2542709410190582, 0.3557470142841339]"
2355,"[0.14840024709701538, 0.630289614200592, 0.0, 0.675872802734375, 0.15449468791484833, 0.48825111985206604, 0.6189283132553101, 0.8240670561790466, 0.0, 0.6898050308227539]"
2365,"[0.013224149122834206, 0.5427043437957764, 0.0, 0.0, 0.5518927574157715, 0.0, 0.0, 0.8416534662246704, 0.6894866228103638, 0.6951813697814941]"
2375,"[0.15808047354221344, 0.7235180735588074, 0.3390234410762787, 0.46697312593460083, 0.14030411839485168, 0.12532486021518707, 0.004393063019961119, 0.46062567830085754, 0.3013037145137787, 0.803783118724823]"
2385,"[0.049535397440195084, 0.5027956962585449, 0.2875683307647705, 0.6115552186965942, 0.46332722902297974, 0.4184056520462036, 0.0007046157261356711, 0.3993692398071289, 0.8503128886222839, 0.0924714133143425]"
2395,"[0.2595645487308502, 0.12237261980772018, 0.37527650594711304, 0.19374631345272064, 0.6046057939529419, 0.4132837653160095, 0.8990477323532104, 1.2359061241149902, 0.2231110781431198, 0.3443624973297119]"
2405,"[0.1301005333662033, 0.8467536568641663, 0.263577401638031, 0.6633782386779785, 0.06737633049488068, 0.4099141061306, 0.07332633435726166, 0.3717814087867737, 0.3263459801673889, 0.5970064997673035]"
2415,"[0.5521306395530701, 0.0, 0.33433598279953003, 0.7058285474777222, 0.05072919651865959, 0.5487997531890869, 0.014943406917154789, 0.5328840017318726, 0.5602709054946899, 0.4631812274456024]"
2425,"[0.5592220425605774, 0.2686358094215393, 0.5671672821044922, 0.6689223647117615, 0.48490291833877563, 0.7080785632133484, 0.3962126076221466, 0.6585051417350769, 0.08474790304899216, 0.30935364961624146]"
2435,"[0.5365085005760193, 0.49810463190078735, 0.7794338464736938, 0.0, 0.20250709354877472, 0.7639090418815613, 0.43969547748565674, 0.3262254595756531, 0.19205373525619507, 0.4636065661907196]"
2445,"[0.5241613984107971, 1.0045669078826904, 0.3253651261329651, 0.5609407424926758, 0.07063278555870056, 0.14332787692546844, 0.10123106092214584, 0.0, 0.15806081891059875, 0.5241603851318359]"
2455,"[0.32496994733810425, 0.16801559925079346, 0.17169521749019623, 0.19863541424274445, 0.43017324805259705, 0.47052001953125, 0.2978174686431885, 0.5249707102775574, 0.19159935414791107, 1.2422572374343872]"
2465,"[0.05811460688710213, 0.4722568690776825, 0.06308150291442871, 0.2014303207397461, 0.23706157505512238, 0.0, 0.12215592712163925, 0.0, 0.40920498967170715, 0.6441067457199097]"
2475,"[0.3854408860206604, 0.28922510147094727, 0.5695477724075317, 0.18866640329360962, 0.5020402073860168, 0.668918251991272, 0.0746879130601883, 0.4207436740398407, 0.2791782021522522, 0.8039318323135376]"
2485,"[0.0465875007212162, 1.0435791015625, 0.3018970191478729, 0.5745557546615601, 0.21256904304027557, 0.2217116504907608, 0.33257776498794556, 0.28589317202568054, 0.27189770340919495, 0.3742825984954834]"
2495,"[0.562513530254364, 0.1398683786392212, 0.3396073579788208, 0.16754299402236938, 0.4923238456249237, 0.2811431288719177, 0.3192893862724304, 1.3423035144805908, 0.1836242973804474, 0.5335956811904907]"
2505,"[0.41945892572402954, 0.679508626461029, 0.5601987838745117, 0.20329797267913818, 0.6756944060325623, 0.0, 0.33354485034942627, 7.674258085899055e-05, 0.30584537982940674, 0.7663422226905823]"
2515,"[0.09413965791463852, 0.40601417422294617, 0.0, 0.07753525674343109, 0.41559919714927673, 0.16911567747592926, 0.09555501490831375, 0.0, 1.0379900932312012, 0.4433979392051697]"
2525,"[0.0, 0.2543512284755707, 0.2458428293466568, 0.2324027121067047, 0.39085736870765686, 0.08923143893480301, 0.10052190721035004, 0.5638940930366516, 0.18857412040233612, 0.6573718190193176]"
2535,"[0.32245734333992004, 0.3445582091808319, 0.37192443013191223, 0.5577920079231262, 0.1543342024087906, 0.22318796813488007, 0.13504619896411896, 0.2135573923587799, 0.6033822894096375, 0.8895964622497559]"
2545,"[0.3937820494174957, 0.2686082422733307, 1.093293309211731, 0.9208810329437256, 0.0, 0.0, 0.0, 0.0, 0.7768662571907043, 0.5466899275779724]"
2555,"[0.02227296493947506, 0.6026078462600708, 0.15678636729717255, 0.539923369884491, 0.08621888607740402, 0.0, 0.0, 0.00396227790042758, 0.5346364378929138, 0.26144444942474365]"
2565,"[0.2872322201728821, 0.5945054292678833, 0.09269315749406815, 1.0274654626846313, 0.0, 0.7283840179443359, 0.3734051287174225, 0.5225415825843811, 0.001008770545013249, 0.687171995639801]"
2575,"[0.45404261350631714, 0.0, 0.41885557770729065, 0.400013267993927, 1.079416036605835, 0.8391532897949219, 0.32859137654304504, 0.9805426001548767, 0.17490269243717194, 0.21467097103595734]"
2585,"[0.634372353553772, 0.7222819924354553, 0.571296751499176, 0.20280279219150543, 0.8589255213737488, 0.0, 0.4310844838619232, 1.1007441282272339, 0.3287939429283142, 0.27039140462875366]"
